customer_id,age,gender,subscription_length_months,monthly_charge,total_charges,contract_type,payment_method,paperless_billing,tech_support,online_security,online_backup,device_protection,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,internet_service_type,phone_service,multiple_lines,internet_service,avg_monthly_gb_download,avg_monthly_gb_download_6_months,avg_monthly_gb_download_12_months,monthly_usage_gb,overage_fees,roaming_charges,international_plan,voice_mail_plan,number_vmail_messages,number_customer_service_calls,number_calls_placed,number_calls_received,total_minutes_used,total_data_used_gb,avg_call_duration_minutes,avg_call_duration_6_months,avg_call_duration_12_months,payment_delay_days,late_payment_count,missed_payment_count,contract_renewal_days,days_since_last_upgrade,days_since_last_downgrade,days_since_last_complaint,complaint_count,positive_feedback_count,negative_feedback_count,social_media_mentions,satisfaction_score,churn
85,53,M,39,129.46,571.56,One year,Credit card,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Fiber optic,No,No,No,39.2,39.9,7.0,311.0,13.27,13.24,Yes,No,43,0,38,82,2536,4.7,10.7,2.4,13.3,23,4,1,704,410,22,14,4,4,0,8,1,Yes
86,67,F,20,87.72,3920.03,Two year,Electronic check,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Fiber optic,Yes,No,Yes,109.6,12.2,153.8,1155.0,33.38,16.55,Yes,Yes,49,17,38,37,1007,53.8,11.1,5.7,2.1,3,1,0,127,273,198,20,1,3,2,7,9,No
87,57,F,5,101.07,3238.54,Two year,Bank transfer,No,No,No,Yes,Yes,No,No,No,Yes,Yes,DSL,No,No,No,90.6,47.4,144.5,2328.0,18.07,13.71,Yes,No,42,19,11,41,1968,23.5,16.6,16.6,14.2,26,2,1,1062,76,134,77,6,2,0,5,8,No
88,21,F,1,31.59,288.52,Month-to-month,Electronic check,Yes,Yes,No,No,No,No,No,No,Yes,No,Fiber optic,No,Yes,Yes,175.6,85.2,192.8,1295.0,27.24,10.68,Yes,No,48,5,10,36,2984,30.1,10.8,16.3,14.4,4,0,0,956,299,192,58,7,2,0,5,2,Yes
89,19,F,30,118.19,1832.25,Two year,Electronic check,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Fiber optic,No,No,No,20.0,146.1,186.1,997.0,24.38,4.74,Yes,No,6,19,2,55,1221,24.5,5.4,19.0,7.8,10,0,1,790,305,145,81,1,2,0,7,2,Yes
90,79,F,49,36.6,4786.16,Two year,Electronic check,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,51.5,124.9,152.4,1234.0,19.06,14.88,Yes,No,14,19,21,70,1299,65.0,13.6,20.0,5.2,12,0,0,456,91,135,38,3,3,4,8,3,No
91,23,F,3,127.39,2526.99,Month-to-month,Bank transfer,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,DSL,Yes,Yes,No,150.4,47.5,104.1,1809.0,35.94,9.47,Yes,Yes,37,13,3,54,1195,55.4,16.1,19.5,18.4,7,4,0,256,457,88,19,2,1,3,7,4,Yes
92,71,F,45,121.66,2192.01,Two year,Credit card,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,19.0,100.7,40.9,2999.0,44.19,5.9,Yes,No,5,9,7,88,2831,7.8,7.1,8.8,9.1,20,1,0,46,269,41,0,3,4,0,0,9,Yes
93,59,F,14,112.14,2315.61,Month-to-month,Bank transfer,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,64.2,185.2,109.0,1479.0,0.26,16.04,Yes,Yes,17,17,13,53,507,52.7,13.3,5.8,13.4,4,2,2,592,51,92,72,4,2,0,1,6,No
94,21,F,56,24.7,1083.97,One year,Credit card,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,DSL,Yes,No,No,77.4,163.0,153.1,625.0,46.68,13.93,Yes,Yes,18,8,83,21,404,79.1,3.8,15.4,1.6,5,0,1,257,348,92,8,5,3,4,5,3,Yes
95,71,M,30,59.41,1875.1,Month-to-month,Electronic check,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,DSL,No,Yes,Yes,124.5,64.6,179.1,489.0,25.58,18.75,Yes,Yes,1,11,87,26,1294,8.1,7.5,6.7,8.9,14,3,2,735,120,0,50,1,0,3,7,8,No
96,46,M,50,54.2,1880.58,Two year,Electronic check,No,Yes,Yes,No,No,No,No,Yes,No,Yes,DSL,Yes,Yes,Yes,31.6,196.5,157.9,127.0,35.04,3.31,No,Yes,2,9,13,46,1958,89.0,18.3,16.3,16.5,22,2,2,698,458,78,37,9,4,4,3,6,Yes
97,35,M,4,66.82,309.16,Month-to-month,Electronic check,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Fiber optic,Yes,No,No,172.1,141.7,39.1,1676.0,42.78,12.98,Yes,No,45,18,91,37,2819,57.8,18.3,11.1,8.4,24,3,2,283,49,142,92,5,0,1,3,8,Yes
98,43,M,18,31.39,3849.46,Two year,Electronic check,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,89.5,12.5,119.9,1634.0,23.36,4.88,Yes,No,24,5,15,38,663,95.1,11.9,16.1,12.5,15,4,2,147,378,155,14,8,0,1,1,10,No
99,61,F,37,141.8,2111.7,One year,Electronic check,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Fiber optic,No,No,No,183.4,7.0,66.4,616.0,41.75,18.07,Yes,No,35,13,31,14,2178,14.8,14.3,6.2,5.0,29,0,1,79,474,163,83,7,3,1,9,2,Yes
100,51,F,25,91.99,4119.79,Month-to-month,Credit card,No,Yes,Yes,No,No,No,No,No,No,No,DSL,No,Yes,Yes,93.6,33.7,1.8,2086.0,8.88,1.99,Yes,Yes,48,7,63,65,1649,99.4,17.2,10.7,8.9,10,2,1,572,491,105,40,0,1,0,0,8,No
101,27,M,48,59.72,4259.22,One year,Credit card,No,Yes,No,No,No,No,Yes,Yes,No,No,Fiber optic,Yes,Yes,Yes,55.0,145.6,40.0,2223.0,7.96,13.12,Yes,Yes,27,13,75,60,1408,64.4,19.2,11.7,18.6,6,2,2,356,272,45,93,8,3,4,9,5,No
102,79,F,1,71.61,1099.37,Two year,Electronic check,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,DSL,No,No,No,28.4,36.7,22.6,777.0,32.87,15.82,No,Yes,37,10,15,59,1757,56.7,10.3,18.9,11.8,5,0,1,973,379,20,46,9,3,0,8,10,No
103,53,M,53,78.14,3303.9,Two year,Bank transfer,Yes,No,Yes,No,No,No,No,Yes,No,No,DSL,No,Yes,No,0.7,102.3,168.5,1032.0,43.51,7.1,No,No,27,15,51,7,1873,51.5,11.7,6.1,18.1,11,1,1,631,119,176,25,1,4,1,6,4,No
104,31,F,46,98.08,2387.79,One year,Bank transfer,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Fiber optic,Yes,No,No,106.4,18.7,51.7,2971.0,44.62,19.08,No,No,31,19,18,43,1319,2.4,8.9,18.8,18.1,25,4,0,131,386,166,53,0,3,3,8,3,Yes
105,48,M,15,87.04,4406.78,Month-to-month,Electronic check,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Fiber optic,Yes,Yes,No,21.4,184.2,56.9,1123.0,32.19,17.01,No,No,40,5,68,42,1406,94.0,2.4,16.3,18.9,3,0,1,417,445,37,69,5,4,3,1,9,Yes
106,65,F,9,139.52,1117.92,Month-to-month,Credit card,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,78.3,68.8,192.0,2282.0,26.27,5.89,Yes,Yes,35,14,11,5,1418,64.4,9.0,14.9,18.0,13,2,2,678,94,8,38,0,2,4,9,10,Yes
107,32,F,15,84.61,3405.18,Two year,Bank transfer,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,DSL,Yes,No,Yes,117.9,181.6,75.8,1358.0,16.57,0.15,No,Yes,38,14,92,83,1577,9.2,16.0,16.0,1.1,10,1,1,368,148,19,16,5,4,3,4,7,Yes
108,25,M,49,148.98,3058.37,One year,Bank transfer,Yes,No,No,Yes,No,No,No,Yes,No,Yes,DSL,No,No,Yes,55.1,189.0,1.9,2380.0,49.0,5.93,No,No,35,13,4,26,1283,2.1,16.3,12.5,18.7,25,2,2,213,288,83,69,1,3,1,1,7,Yes
109,31,F,57,130.69,1511.74,One year,Bank transfer,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,35.0,1.2,56.8,2307.0,15.98,5.63,Yes,Yes,42,11,41,44,280,5.1,18.0,5.6,3.6,11,3,1,85,256,7,91,6,2,4,9,6,No
110,40,M,24,47.11,726.17,Month-to-month,Electronic check,No,No,No,Yes,No,Yes,Yes,No,No,No,DSL,Yes,No,Yes,154.9,92.8,23.9,2003.0,37.21,17.8,No,Yes,22,1,16,22,2467,60.9,2.0,4.6,1.8,1,2,2,1008,453,13,8,6,2,4,6,9,No
111,77,M,4,140.98,3275.62,Month-to-month,Bank transfer,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Fiber optic,No,No,Yes,189.4,4.9,20.6,2564.0,26.6,19.34,No,No,1,7,71,80,1215,61.4,11.0,17.5,2.1,10,4,1,601,370,61,90,3,1,1,8,3,Yes
112,74,M,12,35.13,3706.06,Month-to-month,Bank transfer,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Fiber optic,No,Yes,Yes,20.1,181.7,15.5,2818.0,30.43,1.41,Yes,Yes,9,18,93,12,636,50.0,3.0,14.8,7.6,12,0,1,746,183,162,98,1,3,1,2,1,Yes
113,79,M,59,126.27,1612.36,One year,Bank transfer,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Fiber optic,No,Yes,No,31.1,103.7,118.7,1740.0,19.67,9.43,Yes,Yes,5,13,9,67,1451,30.7,4.8,5.1,12.8,10,2,1,1037,259,54,45,6,0,1,0,7,Yes
114,57,F,58,69.48,3241.92,Month-to-month,Bank transfer,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,DSL,No,No,No,192.0,15.0,37.9,712.0,48.24,10.97,No,No,7,4,83,83,807,53.2,18.1,12.7,8.6,8,3,2,245,149,44,5,0,3,1,3,9,Yes
115,38,F,37,134.14,2005.9,Month-to-month,Credit card,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,DSL,No,Yes,Yes,7.6,22.1,72.2,1196.0,28.58,1.86,Yes,Yes,14,8,15,63,2395,51.6,10.4,9.5,1.5,25,3,0,973,204,148,67,1,0,4,3,6,Yes
116,33,F,37,132.85,3580.37,Two year,Electronic check,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Fiber optic,Yes,No,Yes,195.5,76.7,172.4,2275.0,46.89,7.55,No,Yes,44,12,15,24,428,1.9,15.4,4.0,10.1,26,0,2,343,441,52,15,1,1,3,5,10,Yes
117,62,M,43,124.77,1036.12,Month-to-month,Electronic check,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Fiber optic,Yes,No,No,0.9,188.0,84.9,1953.0,0.38,6.34,Yes,Yes,28,8,41,85,1415,28.2,2.2,11.1,9.4,20,3,1,262,171,181,86,0,3,1,4,2,Yes
118,35,F,6,122.7,4456.56,Month-to-month,Credit card,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,DSL,No,No,No,174.7,138.6,183.1,533.0,28.63,10.72,No,Yes,27,13,2,51,2594,5.3,8.9,6.3,15.4,15,0,2,774,312,85,86,8,1,2,4,8,Yes
119,64,M,39,59.61,1472.68,One year,Credit card,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Fiber optic,Yes,No,No,61.5,173.5,99.6,154.0,35.86,13.22,No,No,21,4,22,47,2987,90.0,13.8,2.8,6.3,4,4,1,604,221,170,28,5,0,4,8,9,Yes
120,70,F,56,30.52,1870.54,One year,Electronic check,No,No,No,Yes,No,No,Yes,No,Yes,No,DSL,No,No,No,187.7,73.3,79.8,2049.0,37.25,14.07,No,No,33,1,85,60,2449,72.5,3.5,9.9,5.1,26,0,1,917,167,5,40,2,4,0,0,10,No
121,41,F,46,72.39,337.56,Two year,Bank transfer,Yes,No,No,No,No,Yes,No,Yes,No,No,Fiber optic,Yes,No,Yes,63.4,8.6,150.1,753.0,45.25,2.74,Yes,Yes,19,6,27,16,664,99.6,7.2,12.2,5.9,11,1,0,276,243,182,67,5,3,3,7,8,Yes
122,43,F,24,42.56,601.99,Month-to-month,Bank transfer,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,DSL,Yes,Yes,No,130.9,194.9,14.6,1499.0,0.22,16.26,Yes,No,32,15,44,39,749,30.2,2.2,1.9,6.8,2,3,1,471,217,43,61,6,2,4,7,9,Yes
123,42,M,11,110.34,2603.52,Two year,Electronic check,Yes,No,No,No,No,No,Yes,No,Yes,No,Fiber optic,No,No,Yes,16.0,3.4,17.9,2240.0,0.02,13.57,No,No,14,10,99,74,636,87.8,13.4,8.6,12.4,28,3,1,164,55,90,39,2,2,1,7,1,Yes
124,77,F,13,64.99,1374.58,One year,Bank transfer,Yes,No,Yes,No,Yes,No,No,Yes,No,No,DSL,No,Yes,No,48.5,189.5,130.4,1688.0,23.61,17.78,Yes,No,6,10,67,88,2926,60.3,19.4,5.9,10.0,15,2,1,1045,62,195,61,3,1,2,2,3,No
125,77,F,34,146.83,4185.63,Two year,Credit card,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Fiber optic,No,No,Yes,154.7,73.7,97.4,250.0,1.46,8.99,Yes,Yes,23,11,23,68,2134,45.3,16.7,1.6,7.4,18,1,0,1055,102,3,23,9,4,0,9,3,No
126,77,M,25,103.33,122.73,One year,Bank transfer,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,DSL,Yes,Yes,Yes,105.7,2.0,158.1,557.0,48.73,17.88,No,Yes,25,12,18,84,514,22.3,19.5,3.4,8.1,16,2,2,190,372,120,5,0,2,3,7,9,No
127,62,F,7,126.92,1926.52,Two year,Bank transfer,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,DSL,No,Yes,No,185.6,137.8,183.3,658.0,11.1,17.32,Yes,No,49,7,74,25,1003,73.8,17.1,3.6,8.0,27,0,0,169,166,62,39,5,2,1,1,3,Yes
128,58,M,52,37.23,1719.86,Two year,Bank transfer,No,No,No,No,No,No,Yes,No,No,No,DSL,No,Yes,Yes,85.8,196.1,77.7,774.0,23.63,8.77,Yes,No,9,15,39,79,2908,90.4,17.2,4.5,19.5,10,4,2,333,6,91,69,5,3,4,7,10,Yes
129,46,F,4,132.06,145.67,Month-to-month,Electronic check,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,DSL,No,No,Yes,174.0,193.1,119.3,1696.0,3.06,7.62,No,No,14,0,45,55,1320,23.5,12.0,16.3,5.4,20,3,1,154,141,185,57,8,2,4,7,1,Yes
130,32,M,59,139.96,665.62,Two year,Credit card,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Fiber optic,No,Yes,Yes,89.8,32.2,100.1,1512.0,26.1,18.66,No,No,36,12,39,39,2963,17.5,10.8,9.4,16.5,18,4,2,966,124,181,13,1,0,3,2,3,Yes
131,62,M,8,83.32,2097.53,Month-to-month,Bank transfer,No,Yes,No,Yes,No,No,Yes,Yes,No,No,DSL,No,Yes,No,195.8,36.2,196.3,609.0,19.0,14.3,Yes,Yes,23,10,61,84,2498,69.6,8.7,3.8,14.5,26,0,2,436,89,80,77,4,1,2,3,2,Yes
132,18,F,20,98.81,2489.68,Month-to-month,Electronic check,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,DSL,No,No,No,192.0,113.1,166.2,203.0,2.23,18.56,Yes,No,10,3,17,95,1366,97.7,16.5,2.9,1.1,17,0,2,193,401,37,44,4,2,1,8,9,No
133,42,M,29,119.43,2051.23,Month-to-month,Bank transfer,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,65.8,127.5,182.3,514.0,16.76,15.94,Yes,Yes,39,3,11,67,340,75.0,4.5,6.7,19.9,26,1,2,891,310,187,98,6,3,3,8,1,Yes
134,24,M,54,42.73,2678.14,Month-to-month,Credit card,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,177.2,147.9,50.9,2953.0,19.57,12.19,No,Yes,20,14,13,7,1484,28.5,2.1,16.2,15.4,8,2,1,269,370,51,5,4,0,3,9,2,Yes
135,26,M,53,85.33,2995.9,Two year,Bank transfer,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Fiber optic,Yes,No,Yes,169.5,36.2,154.5,1406.0,49.5,2.32,Yes,Yes,39,2,81,72,1415,42.0,19.0,7.9,14.0,12,3,0,178,439,156,22,9,2,4,8,1,Yes
136,41,M,51,71.83,99.12,One year,Credit card,No,Yes,No,No,No,Yes,No,No,Yes,No,DSL,Yes,Yes,Yes,42.1,191.8,53.1,2602.0,10.39,5.83,Yes,Yes,37,18,60,44,1560,38.4,1.1,4.0,8.7,29,3,2,613,215,167,61,3,1,3,9,9,No
137,18,M,45,39.03,2347.27,One year,Bank transfer,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,DSL,No,Yes,Yes,124.9,127.7,41.7,2546.0,27.24,19.38,Yes,Yes,14,1,11,16,1574,85.2,19.6,8.7,11.5,25,4,1,534,440,198,83,9,1,0,5,7,No
138,61,M,46,67.78,4819.32,One year,Credit card,No,Yes,No,Yes,No,No,No,No,Yes,No,DSL,No,No,No,14.5,169.4,188.9,1535.0,49.37,6.39,Yes,Yes,14,5,26,40,2468,77.1,14.8,11.6,5.8,5,1,1,554,122,7,16,1,1,0,0,1,Yes
139,25,F,10,28.86,2619.21,Two year,Bank transfer,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,DSL,Yes,Yes,Yes,167.3,108.0,3.9,2120.0,39.6,1.87,Yes,Yes,36,7,5,76,2428,58.9,7.2,1.6,1.7,2,0,1,804,371,104,83,7,2,1,7,10,No
140,41,M,43,23.36,3403.83,Month-to-month,Credit card,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,DSL,Yes,Yes,Yes,34.9,82.9,193.1,578.0,49.67,14.15,Yes,No,44,16,87,8,2052,27.5,14.3,12.9,16.9,22,1,1,1077,185,162,69,4,0,3,8,6,Yes
141,28,M,34,37.57,1593.73,One year,Bank transfer,Yes,No,Yes,No,No,Yes,Yes,No,No,No,DSL,Yes,Yes,Yes,14.2,195.4,29.9,2065.0,48.41,14.68,No,Yes,13,4,32,69,2695,93.8,16.5,8.5,18.0,11,3,2,730,370,114,27,3,4,4,7,5,No
142,68,F,57,145.2,3881.26,Two year,Bank transfer,No,No,No,No,No,Yes,No,No,Yes,Yes,Fiber optic,No,Yes,No,80.0,116.4,163.9,817.0,24.48,5.71,No,No,42,1,79,90,2027,65.3,5.7,1.2,4.1,8,2,0,1047,152,122,12,8,1,1,0,10,Yes
143,34,F,26,91.44,3875.96,Month-to-month,Electronic check,No,Yes,No,No,No,Yes,No,Yes,No,No,Fiber optic,No,No,Yes,115.4,173.4,55.2,2496.0,34.82,5.95,No,No,20,11,49,23,315,97.0,15.6,13.8,16.0,8,4,1,79,248,15,28,1,0,2,5,5,No
144,25,F,41,145.56,2630.42,One year,Electronic check,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,DSL,No,No,No,171.0,190.7,70.1,251.0,5.52,9.38,Yes,No,43,4,11,72,1845,58.0,16.3,14.5,15.1,14,0,0,987,113,17,44,2,3,4,8,4,No
145,52,F,49,76.22,4881.27,Month-to-month,Credit card,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,DSL,Yes,No,No,194.8,135.1,43.4,2319.0,22.06,0.44,Yes,No,19,9,94,10,1101,82.1,5.7,12.9,4.4,0,0,0,724,95,186,19,7,3,2,8,3,Yes
146,52,F,58,60.54,671.47,One year,Bank transfer,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Fiber optic,Yes,No,Yes,87.9,109.8,117.1,300.0,40.45,15.79,No,No,32,8,56,34,530,81.3,1.8,7.5,9.0,17,0,0,55,197,33,57,3,0,1,6,8,No
147,50,F,3,85.8,133.89,One year,Credit card,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Fiber optic,Yes,Yes,Yes,12.1,0.7,69.6,2644.0,25.27,6.34,No,Yes,2,19,52,28,2402,33.7,4.9,11.1,9.0,14,2,1,679,335,131,80,8,3,0,6,7,No
148,76,F,56,77.14,3862.28,One year,Electronic check,No,Yes,No,No,No,No,Yes,Yes,No,No,DSL,Yes,No,Yes,149.8,8.0,131.5,913.0,35.13,17.08,No,Yes,39,7,12,7,1859,96.4,4.8,8.4,15.4,7,3,1,40,2,196,53,9,3,4,3,5,No
149,22,M,6,33.74,4045.42,Month-to-month,Credit card,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,DSL,Yes,No,Yes,113.0,40.2,3.1,1963.0,37.29,16.05,No,No,22,0,71,16,661,2.2,2.2,14.3,16.9,10,3,1,837,148,126,98,9,1,4,6,9,No
150,59,M,5,103.31,645.03,Two year,Credit card,No,No,No,Yes,Yes,Yes,No,Yes,No,No,DSL,No,Yes,No,89.6,37.2,12.9,1463.0,12.67,13.23,No,No,43,5,2,70,1295,76.9,14.8,12.1,2.8,16,1,0,40,415,192,63,9,2,1,9,7,No
151,56,F,5,48.08,1364.64,Month-to-month,Electronic check,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,DSL,No,Yes,No,61.9,51.0,19.9,1099.0,43.78,6.5,Yes,No,46,10,63,11,1219,96.6,8.2,2.6,11.7,26,1,1,801,385,60,51,9,2,4,4,10,Yes
152,75,M,54,100.55,136.88,One year,Bank transfer,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,DSL,No,Yes,No,100.5,61.0,83.8,1936.0,22.99,10.33,Yes,Yes,22,2,83,78,126,33.9,17.8,13.2,15.5,27,3,1,799,110,45,42,8,2,4,9,2,Yes
153,58,M,47,104.53,1501.88,Month-to-month,Credit card,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,DSL,No,No,No,67.7,72.0,163.0,2843.0,10.51,8.9,Yes,No,26,14,57,92,348,64.8,5.8,14.1,15.9,26,0,0,1002,19,148,86,9,2,1,4,7,Yes
154,45,M,23,39.76,3877.05,Two year,Electronic check,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Fiber optic,No,Yes,No,151.4,84.1,177.6,124.0,43.27,6.78,Yes,Yes,34,10,3,49,1766,56.2,9.6,8.0,3.8,13,2,1,436,202,76,17,8,0,3,0,7,No
155,24,F,49,27.98,2613.9,Month-to-month,Bank transfer,No,Yes,No,Yes,No,No,No,Yes,No,Yes,DSL,Yes,Yes,No,108.8,19.8,49.0,2757.0,20.89,16.96,Yes,Yes,24,4,44,23,1067,76.2,13.1,17.6,11.0,18,3,2,871,370,122,99,0,1,1,1,4,Yes
156,26,F,9,121.5,1773.07,Two year,Electronic check,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,DSL,No,Yes,No,175.4,8.5,114.9,1827.0,37.52,9.67,No,No,31,15,65,36,2789,86.6,17.7,17.0,17.3,26,2,2,746,401,165,83,5,0,4,8,8,No
157,25,M,35,79.77,1890.11,Two year,Credit card,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Fiber optic,Yes,No,No,108.7,134.8,153.7,2422.0,27.4,16.65,No,Yes,21,6,35,77,727,60.3,11.0,4.3,7.1,22,4,2,388,181,72,53,9,3,1,1,4,Yes
158,29,F,20,27.56,56.7,Month-to-month,Bank transfer,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Fiber optic,No,No,No,47.7,107.5,57.8,1152.0,19.09,2.1,Yes,Yes,7,5,22,10,243,81.6,8.1,18.2,9.1,23,0,2,583,330,85,59,5,1,4,9,7,Yes
159,51,M,58,149.33,1534.01,One year,Bank transfer,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Fiber optic,Yes,No,No,170.2,88.8,81.8,1416.0,40.49,2.82,No,Yes,37,8,18,98,2056,31.2,17.5,9.4,16.3,4,4,0,314,226,80,70,7,4,2,1,4,No
160,50,M,49,27.51,3249.97,Two year,Electronic check,Yes,No,Yes,No,No,No,Yes,No,No,Yes,Fiber optic,Yes,No,Yes,111.4,126.9,104.8,2607.0,29.22,19.55,Yes,No,17,6,39,80,1785,22.9,6.9,14.8,2.7,29,3,1,429,291,187,99,6,2,2,8,8,No
161,65,M,59,110.35,4872.26,Month-to-month,Electronic check,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,DSL,Yes,No,Yes,41.4,165.5,27.0,1245.0,19.53,11.76,Yes,No,27,2,71,58,711,43.1,2.5,16.5,17.3,1,1,2,417,357,163,0,6,3,0,2,3,Yes
162,72,M,42,147.88,4242.95,Two year,Electronic check,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Fiber optic,Yes,No,Yes,124.7,85.5,5.2,1604.0,5.48,10.2,No,No,27,10,15,54,2893,67.8,9.5,10.6,6.9,14,3,2,813,75,133,36,1,2,1,1,2,No
163,40,F,35,51.09,166.8,One year,Bank transfer,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Fiber optic,Yes,No,No,71.5,128.2,30.6,61.0,44.77,10.46,Yes,No,10,11,57,26,85,18.7,15.9,8.6,1.0,18,4,1,454,316,166,48,3,2,1,6,10,Yes
164,79,F,50,38.49,4497.87,Month-to-month,Bank transfer,No,No,Yes,No,No,No,No,Yes,Yes,No,DSL,Yes,Yes,Yes,168.9,190.7,125.4,476.0,1.77,4.31,Yes,No,11,10,17,66,1508,68.0,1.6,18.4,5.4,24,2,0,1059,315,156,34,0,2,2,8,6,Yes
165,41,F,18,35.78,3926.83,Month-to-month,Credit card,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,90.7,167.9,14.7,1925.0,43.16,14.37,Yes,No,1,1,35,59,270,39.4,12.1,5.4,2.7,15,3,2,470,222,154,66,6,4,2,5,7,Yes
166,54,M,17,59.43,3912.86,Month-to-month,Bank transfer,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Fiber optic,Yes,Yes,No,145.3,85.2,37.9,2151.0,18.0,1.7,No,No,36,0,23,1,1797,79.6,12.3,5.9,2.8,12,1,1,385,372,68,34,3,3,2,6,7,No
167,52,F,24,33.14,2317.08,One year,Credit card,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,DSL,Yes,No,Yes,19.1,128.9,67.6,1748.0,31.97,11.47,No,No,3,1,0,67,2560,3.7,18.6,7.9,14.2,26,4,1,948,35,136,92,8,2,0,2,6,No
168,61,M,3,109.98,2020.13,Two year,Electronic check,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,DSL,No,No,No,79.2,35.4,15.6,430.0,46.11,11.42,Yes,Yes,40,13,0,17,1043,66.8,6.4,17.3,5.1,28,3,2,794,477,151,8,5,2,0,2,8,No
169,57,F,32,28.1,1549.43,Month-to-month,Electronic check,No,No,No,No,Yes,No,No,Yes,No,No,DSL,Yes,Yes,Yes,196.6,112.1,38.3,1336.0,7.59,18.28,Yes,No,44,12,63,19,2177,65.0,6.3,18.8,18.8,25,4,2,583,427,190,36,5,1,3,7,6,No
170,39,M,35,86.22,375.19,Two year,Bank transfer,Yes,Yes,No,Yes,No,No,No,No,Yes,No,DSL,No,Yes,No,161.7,196.3,182.3,1065.0,28.35,10.52,No,Yes,44,4,61,84,837,94.1,9.4,5.2,10.8,6,4,1,297,323,146,59,8,2,1,6,6,No
